plan_id,plan_title,plan_status,created_at,task_id,task_title,task_status,step_id,step_ord,step_text,step_status
20260814_msg-queue-fifo,FIFO 消息队列 + 运行时插入（loop 自主 + 普通模式）,open,2026-08-14 22:42:54,34,T4 普通模式前端：打断插入 + 队列同步 + 徽标,done,33,2,实现：app.js 解锁流式入口（Enter/发送→interrupt）+ 队列双向同步 + 徽标提示,done
20260814_msg-queue-fifo,FIFO 消息队列 + 运行时插入（loop 自主 + 普通模式）,open,2026-08-14 22:42:54,34,T4 普通模式前端：打断插入 + 队列同步 + 徽标,done,34,3,回归：前端测试转绿 + 浏览器验证打断插入/徽标（Playwright）,done
20260814_msg-queue-fifo,FIFO 消息队列 + 运行时插入（loop 自主 + 普通模式）,open,2026-08-14 22:42:54,35,T3 普通模式数据层 + API：持久化队列 + interrupt 端点,done,29,1,写失败测试：test_agent_queue.py——enqueue/dequeue 持久化 + interrupt 端点打断 + 队列消费顺序,done
20260814_msg-queue-fifo,FIFO 消息队列 + 运行时插入（loop 自主 + 普通模式）,open,2026-08-14 22:42:54,35,T3 普通模式数据层 + API：持久化队列 + interrupt 端点,done,30,2,实现：session_store.py pending_queue 方法（enqueue/dequeue/peek/clear/len）+ app.py 队列端点与 interrupt 端点（agent.cancel + 入队）,done
20260814_msg-queue-fifo,FIFO 消息队列 + 运行时插入（loop 自主 + 普通模式）,open,2026-08-14 22:42:54,35,T3 普通模式数据层 + API：持久化队列 + interrupt 端点,done,31,3,回归：test_agent_queue.py 转绿 + 既有 agent API 测试保持绿,done
20260814_superpowers-全整合进-macdev-形态C-混合,superpowers 全整合进 macdev（形态C 混合）,open,2026-08-14 13:52:19,5,T3 PLAN.md 更新,done,,,,
20260814_superpowers-全整合进-macdev-形态C-混合,superpowers 全整合进 macdev（形态C 混合）,open,2026-08-14 13:52:19,6,T2 skills/ 14 个子技能文档,done,,,,
20260814_superpowers-全整合进-macdev-形态C-混合,superpowers 全整合进 macdev（形态C 混合）,open,2026-08-14 13:52:19,7,T1 SKILL.md 流程编排重写,done,,,,
20260814_superpowers-全整合进-macdev-形态C-混合,superpowers 全整合进 macdev（形态C 混合）,open,2026-08-14 13:52:19,8,T5 验证+提交推送,done,,,,
20260814_superpowers-全整合进-macdev-形态C-混合,superpowers 全整合进 macdev（形态C 混合）,open,2026-08-14 13:52:19,9,T4 publish.py 更新,done,,,,
20260814_指令面板完善-命令总线化,指令面板完善-命令总线化,open,2026-08-14 18:01:17,20,T5a discover-utils 纯函数模块,done,9,1,T5a红绿: discover-utils.js(fuzzyMatch/highlightHtml/rankAndGroup/createMRU) 红(模块不存在)→绿(6PASS); 修正测试1处ranges位置,done
20260814_指令面板完善-命令总线化,指令面板完善-命令总线化,open,2026-08-14 18:01:17,21,T5b app.js 指令面板增量接入,done,10,1,T5b红绿: app.js 接入(模糊搜索+高亮+分组徽章+MRU置顶+详情预览+空状态引导+Tab/Home/End+loop纳入切tab); index.html 加 discover-utils.js 前置加载 + discoverPreview 条; 全量验证绿,done
20260814_语言驱动引擎包装-skill-workflow-teammate,语言驱动引擎包装（skill+workflow+teammate）,open,2026-08-14 14:46:59,10,T1 建 skills/langdriven/SKILL.md,done,,,,
20260814_语言驱动引擎包装-skill-workflow-teammate,语言驱动引擎包装（skill+workflow+teammate）,open,2026-08-14 14:46:59,11,T2 注册 langdriven_engine_v1 workflow,done,,,,
20260814_语言驱动引擎包装-skill-workflow-teammate,语言驱动引擎包装（skill+workflow+teammate）,open,2026-08-14 14:46:59,12,T4 验证+提交+同步私有部署,done,,,,
20260814_语言驱动引擎包装-skill-workflow-teammate,语言驱动引擎包装（skill+workflow+teammate）,open,2026-08-14 14:46:59,13,T3 注册 langdriven teammate,done,,,,
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,41,T2 chain callers/kw 查询 + cli 注册,done,45,1,TDD红：test_chain_query.py 4 用例 FAIL（chain_callers/chain_kw 不存在）✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,41,T2 chain callers/kw 查询 + cli 注册,done,47,2,实现：chain_callers(上游/下游)+chain_kw(def/use) + cli sub2 注册 + argparse ✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,41,T2 chain callers/kw 查询 + cli 注册,done,50,2,验证：6 passed；基线 db 实测 chain callers/kw 有结果 ✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,42,T1 calls+refs 双索引扫描持久化,done,49,1,TDD红：test_chain_index.py 2 用例 FAIL（collect_calls_refs 不存在）✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,42,T1 calls+refs 双索引扫描持久化,done,52,1,实现：collect_calls_refs 双索引 + write_db calls/refs 表 + runner 接入 ✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,42,T1 calls+refs 双索引扫描持久化,done,51,1,验证：6 passed；macdev 实测 calls=2305 refs=16862，chain callers/kw 查询正常 ✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,43,T3 增量编译（LuaTeX 式文件指纹缓存）,done,46,1,TDD红：test_incremental_scan.py 3 用例 FAIL（指纹函数不存在）✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,43,T3 增量编译（LuaTeX 式文件指纹缓存）,done,48,1,实现：file_fingerprint/save/load/changed_file_paths + read_db_calls_refs + runner 增量合并 + 指纹持久化 ✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,43,T3 增量编译（LuaTeX 式文件指纹缓存）,done,53,2,验证：3 passed；实测 全量 0.371s vs 增量 0.057s（6.5x），指纹检测 1.5ms ✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,44,T5 全量回归 + 基线对比,done,56,1,全量测试：30 passed + 3 预存路径假设失败（test_doc_skill×2/test_split_atoms，非本次回归，已记录 log#63）✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,44,T5 全量回归 + 基线对比,done,57,2,基线对比：defuse 36→39（新代码+3 正常）、calls 2305→4638/refs 16862→33907（代码量增长，增量合并无重复累积）——无回归 ✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,45,T4 铁律16 audit优先纪律 + doc 自举,done,62,1,TDD红（形式性）：写入前 SKILL.md 无 audit 优先纪律 ✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,45,T4 铁律16 audit优先纪律 + doc 自举,done,63,2,实现完成 ✓,done
20260815_audit-双索引与增量编译,audit 双索引(calls/refs) + 增量编译 + 铁律16,open,2026-08-15 21:28:47,45,T4 铁律16 audit优先纪律 + doc 自举,done,64,3,TDD绿：SKILL.md 254行 audit 优先纪律 + AUDIT_DOC 76行 chain callers 已验证 ✓,done
20260815_会话子系统性能与健壮性推进-P1-P3,会话子系统性能与健壮性推进（P1-P3）,open,2026-08-15 12:07:16,36,T1 P1后端：switch 响应裁剪（窗口 + has_more）,done,35,1,TDD红：写 _test_switch_window.py（短会话全量无 has_more；长会话 has_more=True 且条数<=200）,done
20260815_会话子系统性能与健壮性推进-P1-P3,会话子系统性能与健壮性推进（P1-P3）,open,2026-08-15 12:07:16,36,T1 P1后端：switch 响应裁剪（窗口 + has_more）,done,36,2,TDD绿：app.py switch 端点实现窗口裁剪（_build_ui_messages 后取最近 N 条 + has_more/total），复用 _build_ui_messages 单一事实源,done
20260815_会话子系统性能与健壮性推进-P1-P3,会话子系统性能与健壮性推进（P1-P3）,open,2026-08-15 12:07:16,37,T2 P1前端：切换懒加载（has_more → 滚动/按钮加载 expand）,done,37,1,TDD红：写 _test_switch_lazy.js（切长会话：初始 DOM≈窗口、触发加载后条数增长、无 JS 错误）,done
20260815_会话子系统性能与健壮性推进-P1-P3,会话子系统性能与健壮性推进（P1-P3）,open,2026-08-15 12:07:16,37,T2 P1前端：切换懒加载（has_more → 滚动/按钮加载 expand）,done,38,2,TDD绿：app.js switchToSession 适配 has_more 懒加载（复用 _expandBackendMessages，摘要卡先行，滚动到底部/按钮触发 expand 分页补载）,done
20260815_会话子系统性能与健壮性推进-P1-P3,会话子系统性能与健壮性推进（P1-P3）,open,2026-08-15 12:07:16,38,T3 P2后端：消息 schema 归一化（_normalize_message）,done,39,1,TDD红：写 _test_schema_normalize.py（畸形消息：tool_calls=null/function缺name/role=undefined → 输出合法 UI 结构不崩）,done
20260815_会话子系统性能与健壮性推进-P1-P3,会话子系统性能与健壮性推进（P1-P3）,open,2026-08-15 12:07:16,38,T3 P2后端：消息 schema 归一化（_normalize_message）,done,40,2,TDD绿：app.py _build_ui_messages 加 _normalize_message 防御归一化（tool_calls/function/content/tool_call_id 全兜底），历史漂移不再崩渲染,done
20260815_会话子系统性能与健壮性推进-P1-P3,会话子系统性能与健壮性推进（P1-P3）,open,2026-08-15 12:07:16,39,T4 P2前端：渲染防御补全（pageerror 可见化 + 畸形兜底）,done,41,1,TDD红：写 _test_render_defense.js（注入畸形消息：tool_calls=null → 页面不崩 + 错误提示可见）,done
20260815_会话子系统性能与健壮性推进-P1-P3,会话子系统性能与健壮性推进（P1-P3）,open,2026-08-15 12:07:16,39,T4 P2前端：渲染防御补全（pageerror 可见化 + 畸形兜底）,done,42,2,TDD绿：app.js 渲染防御补全（所有渲染路径 Array.isArray/?. 兜底 + pageerror 提示条）,done
20260815_会话子系统性能与健壮性推进-P1-P3,会话子系统性能与健壮性推进（P1-P3）,open,2026-08-15 12:07:16,40,T5 P3多标签页：会话协调（storage 同步 + 切换广播）,done,43,1,TDD红：写 _test_multi_tab.js（双页：A 切会话 → B storage 事件触发状态同步）,done
20260815_会话子系统性能与健壮性推进-P1-P3,会话子系统性能与健壮性推进（P1-P3）,open,2026-08-15 12:07:16,40,T5 P3多标签页：会话协调（storage 同步 + 切换广播）,done,44,2,TDD绿：app.js storage 事件监听 + 会话切换广播 + 轮询防抖（多标签页状态一致）,done
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,46,P0 感知层：插件信号适配（SensoryOrgan→Signal→PerceptionEvent）,done,,,,
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,47,P1 组织层：党组织架构（PartyMember/PartyGroup/上级组织/会议制度）,done,,,,
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,48,P2 治理层：八项权利/义务/批评机制/民主集中,done,,,,
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,49,P3 执行层：PartyMember 真实任务（BattleUnit 抽象 + 茧化）,done,,,,
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,50,P4 前端：three-arena 组织态势视图 + HITL 双通道,open,,,,
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,51,P0 协议基座：SessionEvent 事件流(复现 dsh)+ServicePort(Signal 化服务),done,65,1,写失败测试 test_service_port.py：ServicePort(Port 契约+Signal 数据+事件持久化)+session_store/model_selector 注册,done
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,51,P0 协议基座：SessionEvent 事件流(复现 dsh)+ServicePort(Signal 化服务),done,66,1,写失败测试 test_session_event.py：EventEnvelope(seq/version/ignorable)+validateEvent/applyTransition 状态机+seed/append/flush+SessionStore 分块持久化,done
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,51,P0 协议基座：SessionEvent 事件流(复现 dsh)+ServicePort(Signal 化服务),done,67,2,写失败测试 test_tool_events.py：appendToolCall/appendToolResult 事件写入事件流,done
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,52,P0 感知层：SensoryOrgan→Signal→PerceptionEvent(事件流接入),done,,,,
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,53,P0 符号信道：decision_fn→model_selector+LLM ServicePort（复用 TS2）,done,,,,
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,54,rts_api+看板流（threejs-rts 定制对接后端）,open,,,,
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,55,e2e 闭环测试（OrgLoop：世界→事件→看板→组织→行动）,open,,,,
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,56,超模态感知保真（事件流唯一事实源+压缩语义不偏移）,open,,,,
20260816_战场式多Agent管理沙盘-党组织式组织-v1,战场式多Agent管理沙盘（党组织式组织）v1,open,2026-08-16 00:23:49,57,双层解耦（机制层×政治层 发布订阅）,open,,,,
20260816_模型目录动态化-spec-id-11,模型目录动态化（spec id=11）,open,2026-08-16 15:44:11,58,T1 model_catalog.py 核心：query_models + group_by_base_url + ModelCatalogService,open,69,1,T1 TDD：model_catalog 5 断言红→绿,done
20260816_模型目录动态化-spec-id-11,模型目录动态化（spec id=11）,open,2026-08-16 15:44:11,59,T2 配置接入：ProviderConfig.catalog_base_url + settings 可调参数,open,68,1,T2 配置接入：ProviderConfig.catalog_base_url + settings 可调参数,done
20260816_模型目录动态化-spec-id-11,模型目录动态化（spec id=11）,open,2026-08-16 15:44:11,60,T3 启动接入 + Web API：ensure_refresh 后台任务 + GET /api/models + settings API,open,70,1,T3 启动接入 + Web API 三端点,open
20260816_模型目录动态化-spec-id-11,模型目录动态化（spec id=11）,open,2026-08-16 15:44:11,61,T4 ModelSelector 消费 + 前端展示,open,71,1,T4 ModelSelector 回填 + 前端展示,open
20260816_模型目录动态化-spec-id-11,模型目录动态化（spec id=11）,open,2026-08-16 15:44:11,62,T5 config_ui 桌面端设置区,open,72,1,T5 config_ui 模型目录设置区,open
20260816_模型选择断裂修复-Web-Agent-注入-model_selector-cat,模型选择断裂修复：Web Agent 注入 model_selector + catalog 污染/路由/假值/过滤四修复,open,2026-08-16 19:15:42,,,,,,,
